CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
21204000,ROSCOE ST,CRESCENT AVE,,,,CRESCENT AVE intersection,,28317
21204000,CRESCENT AVE,ROSCOE ST,,,,ROSCOE ST intersection,,10540
21205000,ANDERSON ST,JARBOE AVE,,,,JARBOE AVE intersection,,4945
21205000,JARBOE AVE,ANDERSON ST,,,,ANDERSON ST intersection,,18537
21206000,TOMPKINS AVE,ANDOVER ST,,,,ANDOVER ST intersection,,31986
21206000,ANDOVER ST,TOMPKINS AVE,,,,TOMPKINS AVE intersection,,4966
21207000,MOULTRIE ST,JARBOE AVE,,,,JARBOE AVE intersection,,23955
21207000,JARBOE AVE,MOULTRIE ST,,,,MOULTRIE ST intersection,,18535
21208000,ANDERSON ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,4943
21208000,CORTLAND AVE,ANDERSON ST,,,,ANDERSON ST intersection,,10400
21210000,ANDERSON ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,4941
21210000,EUGENIA AVE,ANDERSON ST,,,,ANDERSON ST intersection,,12655
21211000,POWHATTAN AVE,ANDERSON ST,,,,ANDERSON ST intersection,,27193
21211000,ANDERSON ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,4939
21212000,MOULTRIE ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,23953
21212000,CORTLAND AVE,MOULTRIE ST,,,,MOULTRIE ST intersection,,10398
21213000,CORTLAND AVE,ANDOVER ST,,,,ANDOVER ST intersection,,10396
21213000,ANDOVER ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,4960
21214000,EUGENIA AVE,MOULTRIE ST,,,,MOULTRIE ST intersection,,12653
21214000,MOULTRIE ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,23951
21215000,ANDOVER ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,4958
21215000,EUGENIA AVE,ANDOVER ST,,,,ANDOVER ST intersection,,12651
21216000,NEWMAN ST,ANDOVER ST,,,,ANDOVER ST intersection,,24391
21216000,ANDOVER ST,NEWMAN ST,,,,NEWMAN ST intersection,,4964
21217000,ANDOVER ST,ELLERT ST,,,,ELLERT ST intersection,,4962
21217000,ELLERT ST,ANDOVER ST,,,,ANDOVER ST intersection,,12284
21218000,BENNINGTON ST,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,6666
21218000,HIGHLAND AVE,BENNINGTON ST,,,,BENNINGTON ST intersection,,16753
21219000,NEWMAN ST,BENNINGTON ST,,,,BENNINGTON ST intersection,,24389
21219000,BENNINGTON ST,NEWMAN ST,,,,NEWMAN ST intersection,,6664
21220000,BENNINGTON ST,ELLERT ST,,,,ELLERT ST intersection,,6662
21220000,ELLERT ST,BENNINGTON ST,,,,BENNINGTON ST intersection,,12282
21221000,BENNINGTON ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,6660
21221000,CORTLAND AVE,BENNINGTON ST,,,,BENNINGTON ST intersection,,10392
21222000,CORTLAND AVE,WOOL ST,,,,WOOL ST intersection,,10394
21222000,WOOL ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,34660
21223000,POWHATTAN AVE,ANDOVER ST,,,,ANDOVER ST intersection,,27189
21223000,ANDOVER ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,4956
21224000,EUGENIA AVE,WOOL ST,,,,WOOL ST intersection,,12649
21224000,WOOL ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,34658
21225000,EUGENIA AVE,BENNINGTON ST \ BOCANA ST,,,,BENNINGTON ST \ BOCANA ST intersection,,12647
21225000,BOCANA ST,BENNINGTON ST \ EUGENIA AVE,,,,BENNINGTON ST \ EUGENIA AVE intersection,,6908
21225000,BENNINGTON ST,BOCANA ST \ EUGENIA AVE,,,,BOCANA ST \ EUGENIA AVE intersection,,6658
21228000,BENTON AVE,ARNOLD AVE,,,,ARNOLD AVE intersection,,6679
21228000,ARNOLD AVE,BENTON AVE,,,,BENTON AVE intersection,,5446
21229000,ARNOLD AVE,CRESCENT AVE,,,,CRESCENT AVE intersection,,5444
21229000,CRESCENT AVE,ARNOLD AVE,,,,ARNOLD AVE intersection,,10538
21230000,MURRAY ST,CRESCENT AVE,,,,CRESCENT AVE intersection,,24068
21230000,CRESCENT AVE,MURRAY ST,,,,MURRAY ST intersection,,10536
21231000,CRESCENT AVE,AGNON AVE,,,,AGNON AVE intersection,,10534
21231000,AGNON AVE,CRESCENT AVE,,,,CRESCENT AVE intersection,,4476
21232000,RICHLAND AVE,MURRAY ST,,,,MURRAY ST intersection,,27969
21232000,MURRAY ST,RICHLAND AVE,,,,RICHLAND AVE intersection,,24070
21233000,LEESE ST,RICHLAND AVE,,,,RICHLAND AVE intersection,,20680
21233000,RICHLAND AVE,LEESE ST,,,,LEESE ST intersection,,27967
21234000,MURRAY ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,24072
21234000,HOLLY PARK CIR,MURRAY ST,,,,MURRAY ST intersection,,16988
21235000,PARK ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,26094
21235000,HOLLY PARK CIR,PARK ST,,,,PARK ST intersection,,16986
21236000,JUSTIN DR,COLLEGE AVE,,,,COLLEGE AVE intersection,,19287
21236000,COLLEGE AVE,JUSTIN DR,,,,JUSTIN DR intersection,,10040
21237000,BENTON AVE,JUSTIN DR,,,,JUSTIN DR intersection,,6676
21237000,JUSTIN DR,BENTON AVE,,,,BENTON AVE intersection,,19280
21239000,COLLEGE AVE,BENTON AVE,,,,BENTON AVE intersection,,10037
21239000,BENTON AVE,COLLEGE AVE,,,,COLLEGE AVE intersection,,6674
21240000,JUSTIN DR,MURRAY ST,,,,MURRAY ST intersection,,19278
21240000,MURRAY ST,JUSTIN DR,,,,JUSTIN DR intersection,,24065
21242000,HIGHLAND AVE,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,16751
21242000,HOLLY PARK CIR,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,16984
21243000,NEWMAN ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,24387
21243000,HOLLY PARK CIR,NEWMAN ST,,,,NEWMAN ST intersection,,16982
21244000,HOLLY PARK CIR,BOCANA ST,,,,BOCANA ST intersection,,16980
21244000,BOCANA ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,6914
21245000,ELLERT ST,BOCANA ST,,,,BOCANA ST intersection,,12280
21245000,BOCANA ST,ELLERT ST,,,,ELLERT ST intersection,,6912
21246000,BOCANA ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,6910
21246000,CORTLAND AVE,BOCANA ST,,,,BOCANA ST intersection,,10390
21248000,CORTLAND AVE,BONVIEW ST,,,,BONVIEW ST intersection,,10388
21248000,BONVIEW ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,6933
21249000,EUGENIA AVE,BONVIEW ST,,,,BONVIEW ST intersection,,12645
21249000,BONVIEW ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,6931
21250000,ELSIE ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,12430
21250000,CORTLAND AVE,ELSIE ST,,,,ELSIE ST intersection,,10386
21251000,ELSIE ST,SANTA MARINA ST,,,,SANTA MARINA ST intersection,,12432
21251000,SANTA MARINA ST,ELSIE ST,,,,ELSIE ST intersection,,29361
21252000,ELSIE ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,12429
21252000,CORTLAND AVE,ELSIE ST,,,,ELSIE ST intersection,,10384
21253000,CORTLAND AVE,WINFIELD ST,,,,WINFIELD ST intersection,,10382
21253000,WINFIELD ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,34554
21254000,CORTLAND AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,10380
21254000,PROSPECT AVE,CORTLAND AVE,,,,CORTLAND AVE intersection,,27395
21255000,HIGHLAND AVE,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,16750
21255000,HOLLY PARK CIR,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,16992
21256000,PARK ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,26093
21256000,HOLLY PARK CIR,PARK ST,,,,PARK ST intersection,,16990
21257000,HOLLY PARK CIR,APPLETON AVE,,,,APPLETON AVE intersection,,16994
21257000,APPLETON AVE,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,5184
21258000,HIGHLAND AVE,PATTON ST,,,,PATTON ST intersection,,16748
21258000,PATTON ST,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,26176
21259000,HOLLY PARK CIR,ELSIE ST,,,,ELSIE ST intersection,,16978
21259000,ELSIE ST,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,12434
21260000,APPLETON AVE,PATTON ST,,,,PATTON ST intersection,,5182
21260000,PATTON ST,APPLETON AVE,,,,APPLETON AVE intersection,,26174
21261000,PROSPECT AVE,SANTA MARINA ST,,,,SANTA MARINA ST intersection,,27397
21261000,SANTA MARINA ST,PROSPECT AVE,,,,PROSPECT AVE intersection,,29359
21262000,GLADYS ST,SANTA MARINA ST,,,,SANTA MARINA ST intersection,,15027
21262000,SANTA MARINA ST,GLADYS ST,,,,GLADYS ST intersection,,29357
21263000,COLERIDGE ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,10017
21263000,CORTLAND AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,10378
21264000,SANTA MARINA ST,BROOK ST \ MISSION ST,,,,BROOK ST \ MISSION ST intersection,,29355
21264000,MISSION ST,BROOK ST \ SANTA MARINA ST,,,,BROOK ST \ SANTA MARINA ST intersection,,23268
21264000,BROOK ST,MISSION ST \ SANTA MARINA ST,,,,MISSION ST \ SANTA MARINA ST intersection,,7432
21265000,GLADYS ST,APPLETON AVE,,,,APPLETON AVE intersection,,15029
21265000,APPLETON AVE,GLADYS ST,,,,GLADYS ST intersection,,5180
21266000,ELLSWORTH ST,BERNAL HEIGHTS BLVD,,,,BERNAL HEIGHTS BLVD intersection,,12367
21266000,BERNAL HEIGHTS BLVD,ELLSWORTH ST,,,,ELLSWORTH ST intersection,,6711
21268000,MOULTRIE ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,23949
21268000,POWHATTAN AVE,MOULTRIE ST,,,,MOULTRIE ST intersection,,27191
21272000,COSO AVE,BONVIEW ST \ STONEMAN ST,,,,BONVIEW ST \ STONEMAN ST intersection,,10459
21272000,BONVIEW ST,COSO AVE \ STONEMAN ST,,,,COSO AVE \ STONEMAN ST intersection,,6926
21272000,STONEMAN ST,BONVIEW ST \ COSO AVE,,,,BONVIEW ST \ COSO AVE intersection,,30983
21274000,WOOL ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,34656
21274000,POWHATTAN AVE,WOOL ST,,,,WOOL ST intersection,,27187
21275000,POWHATTAN AVE,BOCANA ST,,,,BOCANA ST intersection,,27185
21275000,BOCANA ST,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,6906
21278000,ELSIE ST,COSO AVE,,,,COSO AVE intersection,,12422
21278000,COSO AVE,ELSIE ST,,,,ELSIE ST intersection,,10457
21279000,ESMERALDA AVE,ELSIE ST,,,,ELSIE ST intersection,,12529
21279000,ELSIE ST,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,12424
21280000,WINFIELD ST,AZTEC ST \ COSO AVE,,,,AZTEC ST \ COSO AVE intersection,,34546
21280000,AZTEC ST,COSO AVE \ WINFIELD ST,,,,COSO AVE \ WINFIELD ST intersection,,5781
21280000,COSO AVE,AZTEC ST \ WINFIELD ST,,,,AZTEC ST \ WINFIELD ST intersection,,10455
21281000,ESMERALDA AVE,WINFIELD ST,,,,WINFIELD ST intersection,,12527
21281000,WINFIELD ST,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,34548
21282000,STONEMAN ST,SHOTWELL ST,,,,SHOTWELL ST intersection,,30981
21282000,SHOTWELL ST,STONEMAN ST,,,,STONEMAN ST intersection,,30011
21283000,SHOTWELL ST,AZTEC ST,,,,AZTEC ST intersection,,30009
21283000,AZTEC ST,SHOTWELL ST,,,,SHOTWELL ST intersection,,5785
21285000,SHOTWELL ST,MONTEZUMA ST,,,,MONTEZUMA ST intersection,,30007
21285000,MONTEZUMA ST,SHOTWELL ST,,,,SHOTWELL ST intersection,,23653
21286000,MIRABEL AVE,BESSIE ST \ SHOTWELL ST,,,,BESSIE ST \ SHOTWELL ST intersection,,23031
21286000,SHOTWELL ST,BESSIE ST \ MIRABEL AVE,,,,BESSIE ST \ MIRABEL AVE intersection,,30005
21286000,BESSIE ST,MIRABEL AVE \ SHOTWELL ST,,,,MIRABEL AVE \ SHOTWELL ST intersection,,6786
21287000,COSO AVE,LUNDYS LN \ MONTEZUMA ST,,,,LUNDYS LN \ MONTEZUMA ST intersection,,10451
21287000,MONTEZUMA ST,COSO AVE \ LUNDYS LN,,,,COSO AVE \ LUNDYS LN intersection,,23651
21287000,LUNDYS LN,COSO AVE \ MONTEZUMA ST,,,,COSO AVE \ MONTEZUMA ST intersection,,21451
21288000,MIRABEL AVE,COSO AVE,,,,COSO AVE intersection,,23029
21288000,COSO AVE,MIRABEL AVE,,,,MIRABEL AVE intersection,,10446
21290000,SHOTWELL ST,CESAR CHAVEZ ST,,,,CESAR CHAVEZ ST intersection,,30002
21290000,CESAR CHAVEZ ST,SHOTWELL ST,,,,SHOTWELL ST intersection,,9056
21291000,PRECITA AVE,SHOTWELL ST,,,,SHOTWELL ST intersection,,27262
21291000,SHOTWELL ST,PRECITA AVE,,,,PRECITA AVE intersection,,30004
21293000,26TH ST,SHOTWELL ST,,,,SHOTWELL ST intersection,,3235
21293000,SHOTWELL ST,26TH ST,,,,26TH ST intersection,,30000
21295000,COSO AVE,PRECITA AVE,,,,PRECITA AVE intersection,,10444
21295000,PRECITA AVE,COSO AVE,,,,COSO AVE intersection,,27258
21296000,26TH ST,SOUTH VAN NESS AVE,,,,SOUTH VAN NESS AVE intersection,,3239
21296000,SOUTH VAN NESS AVE,26TH ST,,,,26TH ST intersection,,30494
21298000,COSO AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,10453
21298000,PROSPECT AVE,COSO AVE,,,,COSO AVE intersection,,27381
21299000,PROSPECT AVE,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,27385
21299000,ESMERALDA AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,12526
21301000,LUNDYS LN,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,21456
21301000,ESMERALDA AVE,LUNDYS LN,,,,LUNDYS LN intersection,,12524
21303000,COLERIDGE ST,COSO AVE,,,,COSO AVE intersection,,9999
21303000,COSO AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,10448
21304000,MISSION ST,CAPP ST \ CESAR CHAVEZ ST,,,,CAPP ST \ CESAR CHAVEZ ST intersection,,23244
21304000,CESAR CHAVEZ ST,CAPP ST \ MISSION ST,,,,CAPP ST \ MISSION ST intersection,,9062
21304000,CAPP ST,CESAR CHAVEZ ST \ MISSION ST,,,,CESAR CHAVEZ ST \ MISSION ST intersection,,8521
21305000,CAPP ST,26TH ST,,,,26TH ST intersection,,8519
21305000,26TH ST,CAPP ST,,,,CAPP ST intersection,,3243
21306000,MISSION ST,26TH ST,,,,26TH ST intersection,,23242
21306000,26TH ST,MISSION ST,,,,MISSION ST intersection,,3247
21307000,ELSIE ST,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,12426
21307000,VIRGINIA AVE,ELSIE ST,,,,ELSIE ST intersection,,33640
21308000,EUGENIA AVE,ELSIE ST \ VIRGINIA AVE,,,,ELSIE ST \ VIRGINIA AVE intersection,,12643
21308000,ELSIE ST,EUGENIA AVE \ VIRGINIA AVE,,,,EUGENIA AVE \ VIRGINIA AVE intersection,,12427
21308000,VIRGINIA AVE,ELSIE ST \ EUGENIA AVE,,,,ELSIE ST \ EUGENIA AVE intersection,,33642
21309000,EUGENIA AVE,WINFIELD ST,,,,WINFIELD ST intersection,,12641
21309000,WINFIELD ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,34552
21310000,VIRGINIA AVE,WINFIELD ST,,,,WINFIELD ST intersection,,33638
21310000,WINFIELD ST,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,34550
21313000,EUGENIA AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,12639
21313000,PROSPECT AVE,EUGENIA AVE,,,,EUGENIA AVE intersection,,27391
21314000,COLERIDGE ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,10013
21314000,EUGENIA AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,12637
21315000,COLERIDGE ST,HEYMAN AVE,,,,HEYMAN AVE intersection,,10011
21315000,HEYMAN AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,16715
21316000,PROSPECT AVE,HEYMAN AVE,,,,HEYMAN AVE intersection,,27389
21316000,HEYMAN AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,16717
21317000,PROSPECT AVE,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,27387
21317000,VIRGINIA AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,33636
21318000,LUNDYS LN,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,21458
21318000,VIRGINIA AVE,LUNDYS LN,,,,LUNDYS LN intersection,,33634
21319000,COLERIDGE ST,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,10007
21319000,VIRGINIA AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,33632
21320000,ESMERALDA AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,12522
21320000,COLERIDGE ST,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,10005
21321000,COLERIDGE ST,FAIR AVE,,,,FAIR AVE intersection,,10003
21321000,FAIR AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,12819
21322000,KINGSTON ST,PROSPECT AVE,,,,PROSPECT AVE intersection,,19602
21322000,PROSPECT AVE,KINGSTON ST,,,,KINGSTON ST intersection,,27393
21323000,COLERIDGE ST,KINGSTON ST,,,,KINGSTON ST intersection,,10015
21323000,KINGSTON ST,COLERIDGE ST,,,,COLERIDGE ST intersection,,19598
21324000,GODEUS ST,COLERIDGE ST,,,,COLERIDGE ST intersection,,15065
21324000,COLERIDGE ST,GODEUS ST,,,,GODEUS ST intersection,,10009
21325000,MISSION ST,EUGENIA AVE,,,,EUGENIA AVE intersection,,23262
21325000,EUGENIA AVE,MISSION ST,,,,MISSION ST intersection,,12635
21326000,MISSION ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,23266
21326000,CORTLAND AVE,MISSION ST,,,,MISSION ST intersection,,10376
21327000,KINGSTON ST,MISSION ST,,,,MISSION ST intersection,,19596
21327000,MISSION ST,KINGSTON ST,,,,KINGSTON ST intersection,,23264
21328000,SAN JOSE AVE,KINGSTON ST,,,,KINGSTON ST intersection,,29027
21328000,KINGSTON ST,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,19594
21329000,30TH ST,MISSION ST,,,,MISSION ST intersection,,3538
21329000,MISSION ST,30TH ST,,,,30TH ST intersection,,23260
21330000,GODEUS ST,MISSION ST,,,,MISSION ST intersection,,15063
21330000,MISSION ST,GODEUS ST,,,,GODEUS ST intersection,,23258
21331000,MISSION ST,VIRGINIA AVE,,,,VIRGINIA AVE intersection,,23256
21331000,VIRGINIA AVE,MISSION ST,,,,MISSION ST intersection,,33630
21332000,29TH ST,MISSION ST,,,,MISSION ST intersection,,3463
21332000,MISSION ST,29TH ST,,,,29TH ST intersection,,23254
21333000,29TH ST,TIFFANY AVE,,,,TIFFANY AVE intersection,,3465
21333000,TIFFANY AVE,29TH ST,,,,29TH ST intersection,,31930
21334000,POWERS AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,27184
21334000,COLERIDGE ST,POWERS AVE,,,,POWERS AVE intersection,,10001
21335000,PETERS AVE,FAIR AVE,,,,FAIR AVE intersection,,26387
21335000,FAIR AVE,PETERS AVE,,,,PETERS AVE intersection,,12817
21337000,FAIR AVE,MISSION ST,,,,MISSION ST intersection,,12815
21337000,MISSION ST,FAIR AVE,,,,FAIR AVE intersection,,23250
21338000,MISSION ST,VALENCIA ST,,,,VALENCIA ST intersection,,23252
21338000,VALENCIA ST,MISSION ST,,,,MISSION ST intersection,,32999
21339000,MISSION ST,POWERS AVE,,,,POWERS AVE intersection,,23248
21339000,POWERS AVE,MISSION ST,,,,MISSION ST intersection,,27182
21340000,PRECITA AVE,MISSION ST,,,,MISSION ST intersection,,27256
21340000,MISSION ST,PRECITA AVE,,,,PRECITA AVE intersection,,23246
21341000,TIFFANY AVE,DUNCAN ST,,,,DUNCAN ST intersection,,31928
21341000,DUNCAN ST,TIFFANY AVE,,,,TIFFANY AVE intersection,,11864
21342000,26TH ST,BARTLETT ST,,,,BARTLETT ST intersection,,3251
21342000,BARTLETT ST,26TH ST,,,,26TH ST intersection,,6169
21343000,BARTLETT ST,CESAR CHAVEZ ST,,,,CESAR CHAVEZ ST intersection,,6171
21343000,CESAR CHAVEZ ST,BARTLETT ST,,,,BARTLETT ST intersection,,9067
21344000,VALENCIA ST,TIFFANY AVE,,,,TIFFANY AVE intersection,,32997
21344000,TIFFANY AVE,VALENCIA ST,,,,VALENCIA ST intersection,,31926
21345000,VALENCIA ST,CESAR CHAVEZ ST,,,,CESAR CHAVEZ ST intersection,,32995
21345000,CESAR CHAVEZ ST,VALENCIA ST,,,,VALENCIA ST intersection,,9065
21346000,26TH ST,VALENCIA ST,,,,VALENCIA ST intersection,,3255
21346000,VALENCIA ST,26TH ST,,,,26TH ST intersection,,32993
21347000,DOLORES ST,VALLEY ST,,,,VALLEY ST intersection,,11586
21347000,VALLEY ST,DOLORES ST,,,,DOLORES ST intersection,,33108
21348000,VALLEY ST,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,33106
21348000,SAN JOSE AVE,VALLEY ST,,,,VALLEY ST intersection,,29019
21349000,29TH ST,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,3467
21349000,SAN JOSE AVE,29TH ST,,,,29TH ST intersection,,29017
21350000,SAN JOSE AVE,DUNCAN ST,,,,DUNCAN ST intersection,,29013
21350000,DUNCAN ST,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,11866
21351000,28TH ST,GUERRERO ST \ SAN JOSE AVE,,,,GUERRERO ST \ SAN JOSE AVE intersection,,3402
21351000,GUERRERO ST,28TH ST \ SAN JOSE AVE,,,,28TH ST \ SAN JOSE AVE intersection,,15967
21351000,SAN JOSE AVE,28TH ST \ GUERRERO ST,,,,28TH ST \ GUERRERO ST intersection,,29015
21352000,SAN JOSE AVE,27TH ST,,,,27TH ST intersection,,29011
21352000,27TH ST,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,3325
21353000,GUERRERO ST,DUNCAN ST,,,,DUNCAN ST intersection,,15964
21353000,DUNCAN ST,GUERRERO ST,,,,GUERRERO ST intersection,,11868
21354000,27TH ST,GUERRERO ST,,,,GUERRERO ST intersection,,3327
21354000,GUERRERO ST,27TH ST,,,,27TH ST intersection,,15961
21355000,DOLORES ST,DUNCAN ST,,,,DUNCAN ST intersection,,11580
21355000,DUNCAN ST,DOLORES ST,,,,DOLORES ST intersection,,11870
21359000,WALBRIDGE ST,CARTER ST \ GENEVA AVE,,,,CARTER ST \ GENEVA AVE intersection,,33715
21359000,CARTER ST,GENEVA AVE \ WALBRIDGE ST,,,,GENEVA AVE \ WALBRIDGE ST intersection,,8668
21359000,GENEVA AVE,CARTER ST \ WALBRIDGE ST,,,,CARTER ST \ WALBRIDGE ST intersection,,14856
21361000,GENEVA AVE,PARQUE DR,,,,PARQUE DR intersection,,14859
21361000,PARQUE DR,GENEVA AVE,,,,GENEVA AVE intersection,,26155
21362000,GENEVA AVE,BROOKDALE AVE,,,,BROOKDALE AVE intersection,,14849
21362000,BROOKDALE AVE,GENEVA AVE,,,,GENEVA AVE intersection,,7439
21364000,LAPHAM WAY,ROBINSON DR,,,,ROBINSON DR intersection,,20296
21364000,ROBINSON DR,LAPHAM WAY,,,,LAPHAM WAY intersection,,28176
21366000,ROBINSON DR,LAPHAM WAY,,,,LAPHAM WAY intersection,,28172
21366000,LAPHAM WAY,ROBINSON DR,,,,ROBINSON DR intersection,,20294
21369000,CANYON DR,ROBINSON DR,,,,ROBINSON DR intersection,,8447
21369000,ROBINSON DR,CANYON DR,,,,CANYON DR intersection,,28174
21370000,LAPHAM WAY,CHICAGO WAY \ LINDA VISTA STPS,,,,CHICAGO WAY \ LINDA VISTA STPS intersection,,20292
21370000,CHICAGO WAY,LAPHAM WAY \ LINDA VISTA STPS,,,,LAPHAM WAY \ LINDA VISTA STPS intersection,,9351
21370000,LINDA VISTA STPS,CHICAGO WAY \ LAPHAM WAY,,,,CHICAGO WAY \ LAPHAM WAY intersection,,21091
21371000,SOUTH HILL BLVD,CANYON DR,,,,CANYON DR intersection,,30429
21371000,CANYON DR,SOUTH HILL BLVD,,,,SOUTH HILL BLVD intersection,,8449
21372000,TOYON LN,BALTIMORE WAY,,,,BALTIMORE WAY intersection,,32079
21372000,BALTIMORE WAY,TOYON LN,,,,TOYON LN intersection,,6054
21373000,TOYON LN,SOUTH HILL BLVD,,,,SOUTH HILL BLVD intersection,,32077
21373000,SOUTH HILL BLVD,TOYON LN,,,,TOYON LN intersection,,30427
21374000,BALTIMORE WAY,SOUTH HILL BLVD,,,,SOUTH HILL BLVD intersection,,6052
21374000,SOUTH HILL BLVD,BALTIMORE WAY,,,,BALTIMORE WAY intersection,,30425
21377000,LA GRANDE AVE,RUSSIA AVE,,,,RUSSIA AVE intersection,,19819
21377000,RUSSIA AVE,LA GRANDE AVE,,,,LA GRANDE AVE intersection,,28457
21379000,PRAGUE ST,GENEVA AVE,,,,GENEVA AVE intersection,,27236
21379000,GENEVA AVE,PRAGUE ST,,,,PRAGUE ST intersection,,14844
21382000,NAYLOR ST,BALTIMORE WAY,,,,BALTIMORE WAY intersection,,24242
21382000,BALTIMORE WAY,NAYLOR ST,,,,NAYLOR ST intersection,,6058
21383000,CHICAGO WAY,NAYLOR ST,,,,NAYLOR ST intersection,,9355
21383000,NAYLOR ST,CHICAGO WAY,,,,CHICAGO WAY intersection,,24240
21384000,CHICAGO WAY,SOUTH HILL BLVD,,,,SOUTH HILL BLVD intersection,,9353
21384000,SOUTH HILL BLVD,CHICAGO WAY,,,,CHICAGO WAY intersection,,30423
21385000,SOUTH HILL BLVD,ROLPH ST \ WINDING WAY,,,,ROLPH ST \ WINDING WAY intersection,,30421
21385000,ROLPH ST,SOUTH HILL BLVD \ WINDING WAY,,,,SOUTH HILL BLVD \ WINDING WAY intersection,,28256
21385000,WINDING WAY,ROLPH ST \ SOUTH HILL BLVD,,,,ROLPH ST \ SOUTH HILL BLVD intersection,,34532
21386000,PRAGUE ST,SOUTH HILL BLVD,,,,SOUTH HILL BLVD intersection,,27238
21386000,SOUTH HILL BLVD,PRAGUE ST,,,,PRAGUE ST intersection,,30419
21387000,CHICAGO WAY,CORDOVA ST,,,,CORDOVA ST intersection,,9357
21387000,CORDOVA ST,CHICAGO WAY,,,,CHICAGO WAY intersection,,10344
21388000,CORDOVA ST,WINDING WAY,,,,WINDING WAY intersection,,10342
21388000,WINDING WAY,CORDOVA ST,,,,CORDOVA ST intersection,,34536
21389000,NAYLOR ST,WINDING WAY,,,,WINDING WAY intersection,,24238
21389000,WINDING WAY,NAYLOR ST,,,,NAYLOR ST intersection,,34534
21390000,NAYLOR ST,PRAGUE ST,,,,PRAGUE ST intersection,,24236
21390000,PRAGUE ST,NAYLOR ST,,,,NAYLOR ST intersection,,27242
21391000,PRAGUE ST,ROLPH ST,,,,ROLPH ST intersection,,27240
21391000,ROLPH ST,PRAGUE ST,,,,PRAGUE ST intersection,,28254
